



Advanced Model: 

Advanced Model with 1 hours in block: 

Training Started
Epoch 5 Completed	 Loss 3.724	 Train Accuracy: 0.801	 Test Accuracy: 0.837
Epoch 6 Completed	 Loss 3.344	 Train Accuracy: 0.806	 Test Accuracy: 0.837
Epoch 7 Completed	 Loss 3.078	 Train Accuracy: 0.808	 Test Accuracy: 0.848
Epoch 8 Completed	 Loss 2.858	 Train Accuracy: 0.813	 Test Accuracy: 0.837
Epoch 9 Completed	 Loss 2.684	 Train Accuracy: 0.816	 Test Accuracy: 0.837
Epoch 10 Completed	 Loss 2.546	 Train Accuracy: 0.818	 Test Accuracy: 0.837
Epoch 11 Completed	 Loss 2.436	 Train Accuracy: 0.819	 Test Accuracy: 0.837
Epoch 12 Completed	 Loss 2.341	 Train Accuracy: 0.820	 Test Accuracy: 0.837
Epoch 13 Completed	 Loss 2.260	 Train Accuracy: 0.822	 Test Accuracy: 0.837
Epoch 14 Completed	 Loss 2.189	 Train Accuracy: 0.823	 Test Accuracy: 0.837
Epoch 15 Completed	 Loss 2.126	 Train Accuracy: 0.824	 Test Accuracy: 0.837
Epoch 16 Completed	 Loss 2.072	 Train Accuracy: 0.825	 Test Accuracy: 0.837
Epoch 17 Completed	 Loss 2.023	 Train Accuracy: 0.826	 Test Accuracy: 0.837
Epoch 18 Completed	 Loss 1.980	 Train Accuracy: 0.827	 Test Accuracy: 0.837
Epoch 19 Completed	 Loss 1.941	 Train Accuracy: 0.827	 Test Accuracy: 0.837
Epoch 20 Completed	 Loss 1.906	 Train Accuracy: 0.827	 Test Accuracy: 0.845
Epoch 21 Completed	 Loss 1.874	 Train Accuracy: 0.828	 Test Accuracy: 0.848
Epoch 22 Completed	 Loss 1.848	 Train Accuracy: 0.828	 Test Accuracy: 0.839
Epoch 23 Completed	 Loss 1.822	 Train Accuracy: 0.828	 Test Accuracy: 0.848
Epoch 24 Completed	 Loss 1.801	 Train Accuracy: 0.828	 Test Accuracy: 0.845
Epoch 25 Completed	 Loss 1.781	 Train Accuracy: 0.829	 Test Accuracy: 0.848
Epoch 26 Completed	 Loss 1.760	 Train Accuracy: 0.830	 Test Accuracy: 0.839
Epoch 27 Completed	 Loss 1.743	 Train Accuracy: 0.830	 Test Accuracy: 0.848
Epoch 28 Completed	 Loss 1.728	 Train Accuracy: 0.830	 Test Accuracy: 0.848
Epoch 29 Completed	 Loss 1.715	 Train Accuracy: 0.830	 Test Accuracy: 0.839
Epoch 30 Completed	 Loss 1.701	 Train Accuracy: 0.830	 Test Accuracy: 0.848
Epoch 31 Completed	 Loss 1.685	 Train Accuracy: 0.830	 Test Accuracy: 0.839
Epoch 32 Completed	 Loss 1.673	 Train Accuracy: 0.829	 Test Accuracy: 0.845
Epoch 33 Completed	 Loss 1.659	 Train Accuracy: 0.829	 Test Accuracy: 0.837
Epoch 34 Completed	 Loss 1.647	 Train Accuracy: 0.829	 Test Accuracy: 0.837
Epoch 35 Completed	 Loss 1.635	 Train Accuracy: 0.829	 Test Accuracy: 0.839
Epoch 36 Completed	 Loss 1.624	 Train Accuracy: 0.829	 Test Accuracy: 0.848
Epoch 37 Completed	 Loss 1.614	 Train Accuracy: 0.830	 Test Accuracy: 0.839
Epoch 38 Completed	 Loss 1.603	 Train Accuracy: 0.830	 Test Accuracy: 0.848
Epoch 39 Completed	 Loss 1.595	 Train Accuracy: 0.830	 Test Accuracy: 0.848
Epoch 40 Completed	 Loss 1.588	 Train Accuracy: 0.830	 Test Accuracy: 0.839
Epoch 41 Completed	 Loss 1.583	 Train Accuracy: 0.830	 Test Accuracy: 0.848
Epoch 42 Completed	 Loss 1.578	 Train Accuracy: 0.830	 Test Accuracy: 0.839
Epoch 43 Completed	 Loss 1.572	 Train Accuracy: 0.830	 Test Accuracy: 0.848
Epoch 44 Completed	 Loss 1.567	 Train Accuracy: 0.829	 Test Accuracy: 0.839
Epoch 45 Completed	 Loss 1.561	 Train Accuracy: 0.829	 Test Accuracy: 0.848
Epoch 46 Completed	 Loss 1.554	 Train Accuracy: 0.829	 Test Accuracy: 0.837
Epoch 47 Completed	 Loss 1.549	 Train Accuracy: 0.829	 Test Accuracy: 0.839
Epoch 48 Completed	 Loss 1.545	 Train Accuracy: 0.829	 Test Accuracy: 0.848
Epoch 49 Completed	 Loss 1.541	 Train Accuracy: 0.829	 Test Accuracy: 0.839
Epoch 50 Completed	 Loss 1.535	 Train Accuracy: 0.829	 Test Accuracy: 0.848

Advanced Model with 8 hours in block: 

Training Started
Epoch 1 Completed	 Loss 16.828	 Train Accuracy: 0.696	 Test Accuracy: 0.848
Epoch 2 Completed	 Loss 9.562	 Train Accuracy: 0.762	 Test Accuracy: 0.848
Epoch 3 Completed	 Loss 6.867	 Train Accuracy: 0.784	 Test Accuracy: 0.848
Epoch 4 Completed	 Loss 5.462	 Train Accuracy: 0.795	 Test Accuracy: 0.848
Epoch 5 Completed	 Loss 4.615	 Train Accuracy: 0.802	 Test Accuracy: 0.848
Epoch 6 Completed	 Loss 4.035	 Train Accuracy: 0.806	 Test Accuracy: 0.848
Epoch 7 Completed	 Loss 3.613	 Train Accuracy: 0.809	 Test Accuracy: 0.848
Epoch 8 Completed	 Loss 3.290	 Train Accuracy: 0.813	 Test Accuracy: 0.837
Epoch 9 Completed	 Loss 3.035	 Train Accuracy: 0.816	 Test Accuracy: 0.837
